#Identifiant;Libellé_du_site;Caractéristique_du_site;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Pays;latitude;longitude;Précision_du_géocodage;Numéro_de_téléphone;Changeur_de_monnaie;Distributeur_de_billets;Distributeur_de_timbres;Photocopie;Distributeur_Prêt_à_Poster;Affranchissement_Libre_Service;Bornes_de_rechargement_MONEO;Accessibilité_Absence_de_ressaut_de_plus_de_2_cm_de_haut;Accessibilité_Automate_d_affranchissement_avec_prise_audio;Accessibilité_Boucle_magnétique_en_état_de_fonctionnement;Accessibilité_Distributeur_de_billets_avec_prise_audio;Accessibilité_Entrée_autonome_en_fauteuil_roulant_possible;Accessibilité_Pas_d_escalier_ou_bandes_de_vigilance_présentes;Accessibilité_Présence_d_un_panneau_prioritaire
01974A;CHATEAUNEUF LES MARTIGUES BP;Bureau de poste;4 BD PIERRE ET MARIE CURIE; ; ;13220;CHATEAUNEUF LES MARTIGUES;FRANCE;43.384494;5.160051;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
01975A;CHATEAURENARD;Bureau de poste;130 AV MAL DE LATTRE DE TASSIGNY;;;13160;CHATEAURENARD;FRANCE;43.8805;4.84993;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
01976A;LA CIOTAT;Bureau de poste;30 AVENUE MARECHAL GALLIENI;;;13600;LA CIOTAT;FRANCE;43.1758;5.60406;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non
01977A;CORNILLON CONFOUX AP;Relais poste commerçant;PLACE DE LA MAIRIE; ;CONFOUX;13250;CORNILLON CONFOUX;FRANCE;43.5671;5.06875;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01978A;CUGES LES PINS BP;Bureau de poste;2 BOULEVARD GAMBETTA;;;13780;CUGES LES PINS;FRANCE;43.276338;5.700585;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01979A;LA DESTROUSSE BP;Bureau de poste;4 ROUTE DE PEYPIN;;;13112;LA DESTROUSSE;FRANCE;43.376442;5.605471;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
01980A;EGUILLES BP;Bureau de poste;2 RUE SAINT ROCH; ; ;13510;EGUILLES;FRANCE;43.570259;5.353389;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
01981A;ENSUES LA REDONNE BP;Bureau de poste;PLACE DES MARTYRS DE CHARLEVAL;;;13820;ENSUES LA REDONNE;FRANCE;43.354422;5.204211;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
01982A;EYGALIERES BP;Bureau de poste;PLACE MARCEL BONEIN;;;13810;EYGALIERES;FRANCE;43.7601;4.94994;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01983A;EYGUIERES;Bureau de poste;16 FAUBOURG REYRE;;;13430;EYGUIERES;FRANCE;43.695131;5.033334;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
01984A;EYRAGUES BP;Bureau de poste;CHEMIN NOTRE DAME;LES MOUTOUSES;;13630;EYRAGUES;FRANCE;43.8436;4.84368;Géocodé au centre de la commune;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
01985A;LA FARE LES OLIVIERS BP;Bureau de poste;20 COURS ARISTIDE BRIAND;;;13580;LA FARE LES OLIVIERS;FRANCE;43.549391;5.19372;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
01985B;SACQUENVILLE AP;Agence postale commnunale;PLACE DE LA MAIRIE;MAIRIE;;27930;SACQUENVILLE;FRANCE;49.0837;1.07299;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
01986A;FONTVIEILLE BP;Bureau de poste;ALLEE DES PINS;;;13990;FONTVIEILLE;FRANCE;43.725419;4.708326;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
01987A;FOS SUR MER LES PINS;Bureau de poste;10 BOULEVARD DE MEGLE;;;13270;FOS SUR MER;FRANCE;43.444651;4.941605;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
01988A;FUVEAU BP;Bureau de poste;1 RUE RONDET;LA POSTE;;13710;FUVEAU;FRANCE;43.454379;5.56251;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
01989A;GARDANNE;Bureau de poste;RUE JULES FERRY;CITE ADMINISTRATIVE;;13120;GARDANNE;FRANCE;43.4521;5.46931;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
01990A;GEMENOS;Bureau de poste;11 COURS PASTEUR;;;13420;GEMENOS;FRANCE;43.297534;5.629227;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
01991A;GIGNAC LA NERTHE;Bureau de poste;ROUTE DE LAURE;;;13180;GIGNAC LA NERTHE;FRANCE;43.387944;5.229321;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
01992A;GRANS BP;Bureau de poste;5 BOULEVARD VICTOR JAUFFRET;;;13450;GRANS;FRANCE;43.6087;5.06463;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
01993A;GRAVESON BP;Bureau de poste;11 RUE DE LA POSTE;;;13690;GRAVESON;FRANCE;43.851537;4.773624;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
01994A;GREASQUE;Bureau de poste;1 AVENUE DE LA LIBERATION;LA POSTE;;13850;GREASQUE;FRANCE;43.431579;5.54459;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
01995A;ISTRES LES ECHOPPES;Bureau de poste;RUE DE LA POUTRE;;;13800;ISTRES;FRANCE;43.5053;4.98892;Géocodé au milieu de la rue;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non
01996A;JOUQUES;Bureau de poste;36 BOULEVARD DE LA REPUBLIQUE;;;13490;JOUQUES;FRANCE;43.63712;5.640637;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
01997A;LAMANON BP;Bureau de poste;PLACE DE LA POSTE;;;13113;LAMANON;FRANCE;43.701928;5.086707;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
01998A;LAMBESC;Bureau de poste;23 BOULEVARD DE LA REPUBLIQUE;;;13410;LAMBESC;FRANCE;43.654863;5.263309;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
01999A;LANCON PROVENCE BP;Bureau de poste;2 AVENUE SAINT CYR;;;13680;LANCON PROVENCE;FRANCE;43.5896;5.12427;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
02000A;MAILLANE BP;Bureau de poste;63 COURS JEANNE D ARC;;;13910;MAILLANE;FRANCE;43.833608;4.782077;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02001A;MALLEMORT BP;Bureau de poste;COURS VICTOR HUGO; ; ;13370;MALLEMORT;FRANCE;43.728925;5.179528;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
02002A;MARIGNANE MARECHAL JUIN BP;Bureau de poste;13 AVENUE DU MARECHAL JUIN;;;13700;MARIGNANE;FRANCE;43.4189;5.22007;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
02003A;MARSEILLE COLBERT;Bureau de poste;25 RUE COLBERT;;;13001;MARSEILLE;FRANCE;43.299;5.37392;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non
02004A;MARTIGUES FERRIERES;Bureau de poste;BOULEVARD HELENE FOURNIER;;;13500;MARTIGUES;FRANCE;43.4136;5.05618;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non
02005A;MAS BLANC LES ALPILLES AP;Relais poste commerçant;2  PLACE LIMBERTON;LE RELAIS GOURMAND;;13103;MAS BLANC DES ALPILLES;FRANCE;43.7883;4.75609;Géocodé au milieu de la rue;0490439558;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02006A;MAUSSANE LES ALPILLES;Bureau de poste;72 AVENUE DE LA VALLEE DES BAUX;;;13520;MAUSSANE LES ALPILLES;FRANCE;43.72079;4.8054;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
02007A;MEYRARGUES BP;Bureau de poste;21 AVENUE ALBERTAS;;;13650;MEYRARGUES;FRANCE;43.637671;5.527456;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
02008A;MEYREUIL BP;Bureau de poste;AVENUE JEAN PIERRE GOURNES;LE PLAN DE MEYREUIL; ;13590;MEYREUIL;FRANCE;43.474902;5.496965;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
02010A;MIMET BP;Bureau de poste;26 CHEMIN DE SAINT SEBASTIEN;;;13105;MIMET;FRANCE;43.413447;5.506402;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
02011A;MIRAMAS;Bureau de poste;2 RUE DE L EGLISE;;;13140;MIRAMAS;FRANCE;43.5837;5.00101;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non
02012A;MOLLEGES BP;Bureau de poste;12 AVENUE DU CHATEAU; ; ;13940;MOLLEGES;FRANCE;43.805664;4.948322;Géocodé au numéro;3631;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non
02013A;MOURIES BP;Bureau de poste;13 RUE PASTEUR;;;13890;MOURIES;FRANCE;43.689008;4.871849;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02014A;NOVES BP;Bureau de poste;9 RUE DU 19 MARS 1962;;;13550;NOVES;FRANCE;43.876031;4.902509;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02015A;ORGON BP;Bureau de poste;1 PLACE ALBERT GERARD;;;13660;ORGON;FRANCE;43.791628;5.040501;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02016A;PARADOU AP;Agence postale commnunale;ROUTE DE BELLECROIX; ; ;13520;PARADOU;FRANCE;43.717815;4.783752;Géocodé au numéro;0490543399;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02017A;PELISSANNE;Bureau de poste;80 AVENUE DU GENERAL DE GAULLE;;;13330;PELISSANNE;FRANCE;43.6308;5.15449;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non
02018A;LA PENNE SUR HUVEAUNE BP;Bureau de poste;PLACE JEAN PELLEGRIN;LA BOURGADE; ;13821;LA PENNE SUR HUVEAUNE;FRANCE;43.2808;5.51639;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
02019A;LES PENNES MIRABEAU;Bureau de poste;AVENUE DU GENERAL LECLERC;;;13170;LES PENNES MIRABEAU;FRANCE;43.4095;5.31927;Géocodé au numéro;3631;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
02020A;PEYNIER BP;Bureau de poste;23 AVENUE DE LA LIBERATION;;;13790;PEYNIER;FRANCE;43.4467;5.63959;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02021A;PEYPIN BP;Bureau de poste;RUE ALPHONSE DAUDET;ZAC DU COLLET;;13124;PEYPIN;FRANCE;43.384355;5.576862;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
02022A;PEYROLLES EN PROVENCE BP;Bureau de poste;31 AVENUE CHARLES DE GAULLE;;;13860;PEYROLLES EN PROVENCE;FRANCE;43.646782;5.582718;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non
02023A;PLAN DE CUQUES BP;Bureau de poste;48 AVENUE FREDERIC CHEVILLON; ; ;13380;PLAN DE CUQUES;FRANCE;43.3464;5.46254;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
02024A;PLAN D ORGON BP;Bureau de poste;335 ROUTE DE CAVAILLON;;;13750;PLAN D ORGON;FRANCE;43.809454;4.998651;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
02025A;PORT DE BOUC;Bureau de poste;2 RUE DE LA REPUBLIQUE;;;13110;PORT DE BOUC;FRANCE;43.406306;4.981871;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non
02026A;PORT ST LOUIS DU RHONE;Bureau de poste;22 AVENUE DU PORT;;;13230;PORT ST LOUIS DU RHONE;FRANCE;43.3884;4.80322;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
02027A;PUYLOUBIER BP;Bureau de poste;1 SQUARE JEAN CASANOVA;;;13114;PUYLOUBIER;FRANCE;43.5253;5.67284;Géocodé au milieu de la rue;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non
02028A;LE PUY STE REPARADE BP;Bureau de poste;7 AVENUE DE LA REPUBLIQUE;;;13610;LE PUY STE REPARADE;FRANCE;43.662885;5.434091;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02029A;ROGNAC BP;Bureau de poste;1 AVENUE DE VERDUN;;;13340;ROGNAC;FRANCE;43.4879;5.23053;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
02030A;ROGNES BP;Bureau de poste;23 RUE FONTVIEILLE;;;13840;ROGNES;FRANCE;43.665877;5.348403;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non
02031A;ROGNONAS BP;Bureau de poste;60 AVENUE DE LA LIBERATION;;;13870;ROGNONAS;FRANCE;43.8986;4.8003;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02032A;LA ROQUE D ANTHERON BP;Bureau de poste;1 RUE DU PIGEONNIER; ; ;13640;LA ROQUE D ANTHERON;FRANCE;43.713508;5.309167;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
02033A;ROQUEFORT LA BEDOULE BP;Bureau de poste;ROUTE D AUBAGNE;;;13830;ROQUEFORT LA BEDOULE;FRANCE;43.24862;5.588283;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02034A;ROQUEVAIRE;Bureau de poste;AVENUE DES ALLIES;;;13360;ROQUEVAIRE;FRANCE;43.3487;5.60361;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non
02035A;ROUSSET;Bureau de poste;4 AVENUE DE LA POSTE;;;13790;ROUSSET;FRANCE;43.4803;5.62267;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02036A;LE ROVE BP;Bureau de poste;1 RUE DU 23 AOUT 1944;;;13740;LE ROVE;FRANCE;43.36971;5.250856;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02037A;SAINT ANDIOL BP;Bureau de poste;AVENUE RENE FATIGON; ; ;13670;ST ANDIOL;FRANCE;43.835266;4.945092;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02039A;SAINT CANNAT BP;Bureau de poste;13 BOULEVARD MARCEL PARRAUD;;;13760;ST CANNAT;FRANCE;43.6199;5.29762;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
02040A;SAINT CHAMAS BP;Bureau de poste;1 BOULEVARD PASTEUR;;;13250;ST CHAMAS;FRANCE;43.5503;5.03445;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non
02041A;SAINT ETIENNE DU GRES BP;Bureau de poste;28 BOULEVARD GENERAL DE GAULLE;;;13103;ST ETIENNE DU GRES;FRANCE;43.782865;4.726055;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
02042A;SAINTES MARIES DE LA MER;Bureau de poste;2 AVENUE LEON GAMBETTA;;;13460;SAINTES MARIES DE LA MER;FRANCE;43.450828;4.429438;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non
02043A;SAINT MARTIN DE CRAU;Bureau de poste;3 PLACE GENERAL DE GAULLE;;;13310;ST MARTIN DE CRAU;FRANCE;43.6374;4.80814;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
02044A;SAINT MITRE LES REMPARTS BP;Bureau de poste;RUE DU CLOS;;;13920;ST MITRE LES REMPARTS;FRANCE;43.4525;5.01608;Géocodé au milieu de la rue;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
02045A;SAINT PAUL LEZ DURANCE BP;Bureau de poste;70 GRAND RUE;;;13115;ST PAUL LES DURANCE;FRANCE;43.687316;5.708402;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02046A;SAINT REMY DE PROVENCE;Bureau de poste;5 RUE ROGER SALENGRO;;;13210;ST REMY DE PROVENCE;FRANCE;43.7895;4.82923;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
02047A;SAINT SAVOURNIN BP;Bureau de poste;1 PLACE COUTON MARCEAU;LA POSTE;;13119;ST SAVOURNIN;FRANCE;43.4066;5.52738;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02048A;SAINT VICTORET;Bureau de poste;127 BOULEVARD ABBADIE;BATIMENT A LE PELICAN;;13730;ST VICTORET;FRANCE;43.420238;5.234558;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
02049A;SALON DE PROVENCE JEAN MOULIN;Bureau de poste;200 AVENUE JEAN MOULIN;;;13300;SALON DE PROVENCE;FRANCE;43.6491;5.09444;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non
02050A;SAUSSET LES PINS BP;Bureau de poste;24 RUE ADOLPHE FOUQUE;;;13960;SAUSSET LES PINS;FRANCE;43.3317;5.10895;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
02051A;SENAS BP;Bureau de poste;29 PLACE AUGUSTE JAUBERT;;;13560;SENAS;FRANCE;43.746452;5.076381;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Non
02052A;SEPTEMES LES VALLONS;Bureau de poste;PLACE PIERRE DIDIER TRAMONI;;;13240;SEPTEMES LES VALLONS;FRANCE;43.3986;5.36625;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non
02053A;SIMIANE COLLONGUE BP;Bureau de poste;PLACE DE L HOTEL DE VILLE; ; ;13109;SIMIANE COLLONGUE;FRANCE;43.430262;5.434778;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
02054A;TARASCON;Bureau de poste;8 PLACE DU COLONEL BERRURIER;;;13150;TARASCON;FRANCE;43.8022;4.65674;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non
02055A;LE THOLONET BP;Bureau de poste;HAMEAU DE PALETTE;RESIDENCE LE CLOS DE LA CAUSE;;13100;LE THOLONET;FRANCE;43.509374;5.492259;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02056A;TRETS;Bureau de poste;56 AVENUE MIRABEAU;;;13530;TRETS;FRANCE;43.448888;5.679266;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
02057A;VAUVENARGUES BP;Bureau de poste;3 BOULEVARD DU MORALISTE;;;13126;VAUVENARGUES;FRANCE;43.554831;5.597883;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non
02058A;VELAUX;Bureau de poste;PLACE JEAN BAPTISTE COMTE;;;13880;VELAUX;FRANCE;43.522601;5.256786;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non
02059A;VENELLES;Bureau de poste;39 AVENUE MAURICE PLANTIER; ; ;13770;VENELLES;FRANCE;43.5975638;5.4848526;Géocodé au milieu d un îlot;3631;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Non;Non
02060A;VENTABREN BP;Bureau de poste;7 RUE DU PUITS DE LA MUSE;;;13122;VENTABREN;FRANCE;43.538014;5.294496;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02061A;VERNEGUES AP;Agence postale commnunale;RUE FREDERIC MISTRAL; ; ;13116;VERNEGUES;FRANCE;43.6859;5.17046;Géocodé au milieu de la rue;0490593600;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02062A;VITROLLES LES ARCADES;Bureau de poste;ARCADES DE CITEAUX;CENTRE URBAIN;;13127;VITROLLES;FRANCE;43.4466;5.25028;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non
02063A;COUDOUX BP;Bureau de poste;QUARTIER MAUBEQUI;CENTRE COMMERCIAL;;13111;COUDOUX;FRANCE;43.557344;5.244758;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02064A;CARNOUX EN PROVENCE BP;Bureau de poste;1 BOULEVARD DU MARECHAL JUIN;;;13470;CARNOUX EN PROVENCE;FRANCE;43.25602;5.565809;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
02065A;ROQUEVAIRE PONT DE L ETOILE AP;Relais poste commerçant; ;CENTRE COMMERCIAL LES PLATANES;PONT DE L ETOILE;13360;ROQUEVAIRE;FRANCE;43.3286;5.59561;Géocodé au centre de la commune;0442042696;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02066A;MARSEILLE SAINT MAURONT BP;Bureau de poste;360 BOULEVARD NATIONAL;;;13003;MARSEILLE;FRANCE;43.3142;5.37383;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Oui
02067A;MARSEILLE LODI BP;Bureau de poste;84 RUE DE LODI;LODI VILLAGE;;13006;MARSEILLE;FRANCE;43.2882;5.38812;Géocodé au numéro;3631;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non
02068A;ISTRES ARISTIDE BRIAND BP;Bureau de poste;14 AVENUE ARISTIDE BRIAND; ; ;13800;ISTRES;FRANCE;43.5138;4.98587;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Oui;Non;Non
02069A;MARSEILLE LA ROUVIERE;Bureau de poste;83 BOULEVARD DU REDON;LA ROUVIERE;;13009;MARSEILLE;FRANCE;43.254;5.42112;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
02070A;MARSEILLE LA CASTELLANE BP;Bureau de poste;2 AVENUE HENRI ROURE;;;13016;MARSEILLE;FRANCE;43.366335;5.343045;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non
02071A;MARSEILLE LE MERLAN;Bureau de poste;53 AVENUE DU MERLAN;;;13014;MARSEILLE;FRANCE;43.3364;5.40703;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
02072A;MARSEILLE LUMINY AP;Agence postale commnunale;163 AVENUE DE LUMINY;TABAC PRESSE FACULTE DES SCIENCES;CASE 901;13009;MARSEILLE;FRANCE;43.23165;5.440775;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02073A;MARSEILLE LES AYGALADES;Bureau de poste;28 BOULEVARD DE LA PADOUANE;;;13015;MARSEILLE;FRANCE;43.3529;5.36934;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
02074A;MARSEILLE SAINTE ANNE BP;Bureau de poste;467 AVENUE DE MAZARGUES;;;13008;MARSEILLE;FRANCE;43.257;5.39421;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
02075A;MARSEILLE SAINT JUST;Bureau de poste;5 BOULEVARD ALPHONSE MOUTTE;;;13013;MARSEILLE;FRANCE;43.3203;5.40917;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
02077A;AUBAGNE LE CHARREL BP;Bureau de poste;ROND POINT GUSTAVE EIFFEL; ; ;13400;AUBAGNE;FRANCE;43.2852;5.54837;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Non
